FREQUENCY,INTIMACY,RECENCY,TRUST
-0.518385253,-0.946239356,0.288352122,3
-0.591413093,-0.952710135,0.287844351,3
-0.591413093,-0.955782235,0.286828806,3
-0.560115448,-0.924477185,-0.217050402,3
-0.403627221,-0.845410432,-0.221958864,3
-0.580980543,-0.953121851,-0.240915689,3
-0.570547996,-0.941227503,-0.245654896,3
-0.570547996,-0.932166783,-0.250055587,3
-0.549682898,-0.946567196,-0.418466676,3
-0.591413093,-0.954758916,-0.445547858,3
-0.539250351,-0.913252557,-0.510881205,3
-0.601845641,-0.956579911,-0.524083279,3
-0.539250351,-0.938580857,-0.644933046,3
-0.601845641,-0.956817501,-0.661181754,3
-0.601845641,-0.956363921,-0.695033229,3
-0.591413093,-0.95563646,-0.730238763,3
-0.580980543,-0.932749881,-0.89306436,1
-0.549682898,-0.947004595,-0.899665397,1
-0.580980543,-0.953048965,-0.980570423,1
-0.591413093,-0.951524635,-0.992926212,1
-0.549682898,-0.924785797,-1.030501347,1
-0.591413093,-0.955818679,-1.135610179,1
-0.560115448,-0.948384184,-1.145088592,1
-0.591413093,-0.956219557,-1.148981509,1
-0.601845641,-0.9546576,-1.385941836,1
-0.570547996,-0.952866747,-1.395081734,1
-0.591413093,-0.955964453,-1.396266538,1
-0.476655061,-0.90588722,-1.403036831,1
-0.591413093,-0.954980475,-1.40320609,1
-0.580980543,-0.948294738,-1.413192274,1
-0.570547996,-0.951292843,-1.629672456,1
-0.570547996,-0.954251604,-1.714808918,1
-0.591413093,-0.95046147,-1.769817563,1
-0.570547996,-0.942844758,-1.865447982,1
-0.601845641,-0.953988031,-2.365772785,1
-0.591413093,-0.952720974,-2.381005949,1
-0.601845641,-0.955219174,-2.389807331,1
-0.591413093,-0.954579595,-2.419596629,1
-0.580980543,-0.949914817,-2.421119945,1
-0.580980543,-0.95501692,-2.425012866,1
-0.580980543,-0.954251604,-2.433306478,1
-0.591413093,-0.956474664,-2.433983508,1
-0.601845641,-0.956083134,-2.434491278,1
-0.580980543,-0.9554178,-2.434660537,1
-0.591413093,-0.952868008,-2.436522368,1
-0.580980543,-0.955490686,-2.441769345,1
-0.591413093,-0.95563646,-2.468512012,1
-0.591413093,-0.955199137,-2.47765191,1
1.766342836,1.194743961,0.70134012,0
1.766342836,0.139189665,0.70134012,0
-0.552163365,-0.898052998,0.70134012,3
-0.585284882,-0.945684395,0.695895184,3
-0.568724124,-0.930656881,0.694704105,3
-0.419677296,-0.939912609,0.683303769,3
-0.585284882,-0.953419408,0.447810273,3
-0.568724124,-0.951383879,0.431305309,3
-0.452798814,-0.841058163,0.41769297,3
-0.568724124,-0.937430516,0.292119126,3
-0.585284882,-0.954642246,0.288545888,3
-0.535602607,-0.939156038,0.288375732,3
-0.502481089,-0.513907811,0.252473185,3
-0.485920331,-0.859825001,0.235798065,3
-0.535602607,-0.936431226,0.230012821,3
-0.535602607,-0.863605589,0.21997372,3
-0.403116538,-0.891746667,0.18883549,3
-0.469359572,-0.918901381,0.071258896,3
-0.552163365,-0.890480827,0.062070567,3
-0.369995021,-0.880548961,0.042843136,3
-0.535602607,-0.912696735,0.02225447,3
-0.585284882,-0.948534137,0.019191693,3
-0.585284882,-0.950325405,-0.413170278,3
-0.585284882,-0.928674991,-0.438182956,3
-0.568724124,-0.947719927,-0.478679669,3
-0.585284882,-0.950243984,-0.533299186,3
-0.436238055,-0.875773956,-0.900321926,1
-0.585284882,-0.953256566,-1.176822597,1
-0.568724124,-0.942427549,-1.176992749,1
-0.585284882,-0.898297262,-1.305459216,1
-0.519041848,-0.94120623,-1.457236814,1
-0.585284882,-0.94535871,-1.512707103,1
-0.502481089,-0.939903492,-1.530743455,1
-0.601845641,-0.951870938,-1.691369078,1
-0.585284882,-0.952198092,-1.732206098,1
-0.585284882,-0.952523777,-1.910357609,1
-0.601845641,-0.955447367,-1.918695168,1
-0.585284882,-0.945847238,-1.976887923,1
-0.585284882,-0.941613336,-1.984544866,1
-0.585284882,-0.956106308,-2.178180414,1
-0.601845641,-0.956822911,-2.20200201,1
-0.585284882,-0.955292097,-2.407378199,1
-0.585284882,-0.949266928,-2.431029642,1
-0.585284882,-0.955862044,-2.432390877,1
-0.519041848,-0.911813181,-2.47765191,1
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.15519378,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.666847362,0.70134012,0
1.766342836,0.293836058,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.706542092,0.70134012,0
-0.589945195,-0.955382359,0.70134012,3
-0.589945195,-0.956221089,0.700865147,3
-0.560194084,-0.953660757,0.700865147,3
-0.57209453,-0.952646721,0.692157316,3
0.040778368,-0.772550403,0.686932617,3
-0.595895418,-0.955978297,0.681232945,3
-0.595895418,-0.956618382,0.679174729,3
-0.512592307,-0.757773368,0.595579541,3
-0.601845641,-0.956105978,0.557898376,3
-0.542343418,-0.941601171,0.549190545,3
-0.57209453,-0.904926182,0.547132329,3
-0.423338973,-0.933222254,0.546974005,3
-0.589945195,-0.952733741,0.545549086,3
-0.595895418,-0.956097317,0.543649196,3
-0.595895418,-0.956176945,0.54159098,3
-0.542343418,-0.940544032,0.537316228,3
-0.595895418,-0.956199017,0.532724825,3
-0.601845641,-0.9531312,0.529558339,3
-0.57209453,-0.935843315,0.527500126,3
-0.601845641,-0.9559086,0.52686683,3
-0.578044752,-0.954676061,0.526233533,3
-0.601845641,-0.956514834,0.52544191,3
-0.589945195,-0.95266172,0.52465029,3
-0.589945195,-0.95513957,0.518633969,3
-0.601845641,-0.955231873,0.502326576,3
-0.589945195,-0.955029211,0.499951713,3
-0.589945195,-0.950990068,0.499318413,3
-0.589945195,-0.954846142,0.49805182,3
-0.583994975,-0.954698133,0.497893497,3
-0.447139861,-0.940285234,0.481427777,3
-0.578044752,-0.955581006,0.476994698,3
-0.589945195,-0.955823795,0.476836375,3
-0.578044752,-0.955382359,0.458312442,3
-0.578044752,-0.953881475,0.453879363,3
-0.566144307,-0.953088158,0.45229612,3
-0.583994975,-0.954706107,0.451662824,3
-0.566144307,-0.933085004,0.351285267,3
-0.589945195,-0.955424181,0.347010514,3
-0.554243861,-0.938218852,0.344635651,3
-0.583994975,-0.940319251,0.339252626,3
-0.578044752,-0.940677211,0.336086143,3
-0.578044752,-0.956132802,0.33481955,3
-0.601845641,-0.956782813,0.319778747,3
-0.595895418,-0.956221089,0.245524687,3
-0.595895418,-0.954720205,0.229533941,3
-0.595895418,-0.954720205,0.124406658,3
-0.601845641,-0.952891526,0.112215694,3
-0.589945195,-0.954212553,0.099233107,3
-0.57209453,-0.949997263,0.091158573,3
-0.583994975,-0.955161641,0.088150413,3
-0.601845641,-0.956218767,0.083559011,3
-0.595895418,-0.955998628,0.059018756,3
-0.57209453,-0.946337984,0.017854459,3
-0.595895418,-0.955746705,-0.136828306,3
-0.57209453,-0.954698133,-0.151394132,3
-0.595895418,-0.956331447,-0.158360397,3
-0.583994975,-0.947695348,-0.184325571,3
-0.595895418,-0.956199017,-0.186067138,3
-0.595895418,-0.956265232,-0.201741234,3
-0.601845641,-0.955781714,-0.203641127,3
-0.595895418,-0.955449368,-0.336791797,3
-0.601845641,-0.956585326,-0.372098095,3
-0.601845641,-0.9558945,-0.383655766,3
-0.601845641,-0.956613523,-0.383814089,3
-0.595895418,-0.955647222,-0.401229752,3
-0.601845641,-0.955288266,-0.446827128,3
-0.583994975,-0.952755873,-0.473742246,3
-0.589945195,-0.952270232,-0.568420131,3
-0.578044752,-0.953395895,-0.577286289,3
-0.595895418,-0.956022441,-0.593752005,3
-0.578044752,-0.94221726,-0.63064155,3
-0.589945195,-0.956375591,-0.631908143,3
-0.601845641,-0.955626631,-0.664839582,3
-0.578044752,-0.907905878,-0.690804753,3
-0.595895418,-0.956331447,-0.793873823,3
-0.578044752,-0.949886477,-0.805906463,1
-0.595895418,-0.956221089,-0.867336259,1
-0.595895418,-0.955823795,-1.021227401,1
-0.589945195,-0.954102194,-1.066191481,1
-0.601845641,-0.946772788,-1.098964593,1
-0.583994975,-0.951652222,-1.289903606,1
-0.595895418,-0.955823795,-1.297344845,1
-0.595895418,-0.955141051,-1.310169105,1
-0.578044752,-0.95344004,-1.345000434,1
-0.601845641,-0.956627698,-1.536256094,1
-0.601845641,-0.955189577,-1.55493835,1
-0.601845641,-0.956613523,-1.559054782,1
-0.601845641,-0.956458441,-1.587869789,1
-0.589945195,-0.952598989,-1.764559619,1
-0.578044752,-0.955272,-1.827097688,1
-0.601845641,-0.956768632,-1.830739143,1
-0.583994975,-0.687330289,-1.88836916,1
-0.595895418,-0.956375591,-2.015503508,1
-0.595895418,-0.956154873,-2.027061176,1
-0.589945195,-0.939297134,-2.124113923,1
-0.595895418,-0.956066587,-2.181110644,1
-0.595895418,-0.954212553,-2.198051336,1
-0.595895418,-0.95491885,-2.212300517,1
-0.589945195,-0.952910317,-2.213092136,1
-0.595895418,-0.956397662,-2.2252831,1
-0.589945195,-0.956088658,-2.225441427,1
-0.595895418,-0.952711669,-2.226233047,1
-0.595895418,-0.956287304,-2.236049148,1
-0.601845641,-0.956402045,-2.252514867,1
-0.595895418,-0.955294072,-2.390573589,1
-0.595895418,-0.955047692,-2.471477264,1
-0.595895418,-0.955801724,-2.477335282,1
-0.589945195,-0.955029211,-2.47765191,1
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.072695413,0.70134012,0
1.766342836,0.134007757,0.70134012,0
1.766342836,0.4627557,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,1.224808284,0.70134012,0
-0.47094075,-0.866282418,0.70134012,3
-0.47094075,-0.891244751,0.694561524,3
-0.542343418,-0.94577958,0.690155438,3
-0.125827857,-0.645169615,0.683207375,3
-0.566144307,-0.947164743,0.56881857,3
-0.589945195,-0.903269097,0.556617096,3
-0.494741639,-0.89941514,0.49205097,3
-0.578044752,-0.887005398,0.457988525,3
-0.423338973,-0.885309317,0.456632806,3
-0.578044752,-0.90920419,0.303775469,3
-0.578044752,-0.952599746,0.189556126,3
-0.51854253,-0.893942521,0.057881901,3
-0.578044752,-0.936336047,-0.023630716,3
-0.506642084,-0.941037874,-0.030409313,3
-0.554243861,-0.846230532,-0.041255064,3
-0.589945195,-0.955297517,-0.041424529,3
-0.542343418,-0.875058132,-0.041763461,3
-0.589945195,-0.948977027,-0.048203126,3
-0.589945195,-0.94681881,-0.188011667,3
-0.578044752,-0.949737529,-0.202585648,3
-0.589945195,-0.954757962,-0.212923008,3
-0.589945195,-0.950364452,-0.216142841,3
-0.589945195,-0.956607862,-0.228852708,3
-0.47094075,-0.895285657,-0.261389968,3
-0.554243861,-0.947358364,-0.448479216,3
-0.566144307,-0.939699298,-0.45136012,3
-0.304334525,-0.835054058,-0.491692764,3
-0.601845641,-0.956043319,-0.502369053,3
-0.601845641,-0.956820599,-0.661157664,3
-0.554243861,-0.893164531,-0.672681275,3
-0.601845641,-0.954488769,-0.757922119,3
-0.554243861,-0.952297535,-0.764192321,3
-0.578044752,-0.950518609,-0.768767873,3
-0.601845641,-0.956339423,-0.933996149,1
-0.578044752,-0.948557483,-0.958229631,1
-0.589945195,-0.956068308,-1.018389671,1
-0.601845641,-0.955876759,-1.151250149,1
-0.589945195,-0.955605834,-1.171755401,1
-0.578044752,-0.954603805,-1.283432771,1
-0.578044752,-0.953601774,-1.457134291,1
-0.578044752,-0.882759563,-1.508482156,1
-0.589945195,-0.955066279,-2.47765191,1
1.766342836,0.241558725,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,0.303799526,0.70134012,0
-0.584990206,-0.947512982,0.70134012,3
-0.568134774,-0.949029552,0.691553749,3
-0.483857603,-0.852934425,0.690922369,3
0.266209211,-0.745238731,0.688396854,3
-0.584990206,-0.941038887,0.584219362,3
-0.593417924,-0.954743321,0.577116349,3
-0.323730981,-0.724898224,0.571749632,3
-0.593417924,-0.956272674,0.536708109,3
-0.467002168,-0.927828154,0.526132515,3
-0.593417924,-0.956159387,0.466940757,3
-0.593417924,-0.956499244,0.464415242,3
-0.467002168,-0.946416855,0.369866275,3
-0.593417924,-0.952018304,0.339560095,3
-0.593417924,-0.954094384,0.339086559,3
-0.601845641,-0.955312007,0.333561995,3
-0.601845641,-0.946846604,0.317777527,3
-0.601845641,-0.95554439,0.308780379,3
-0.51756847,-0.930021343,0.302624436,3
-0.601845641,-0.946581022,0.28226247,3
-0.584990206,-0.918946168,0.264899557,3
-0.601845641,-0.95484724,0.120471667,3
-0.584990206,-0.952166082,0.118893218,3
-0.584990206,-0.939953668,0.111632362,3
-0.601845641,-0.952788984,0.104687196,3
-0.601845641,-0.954216484,0.094269448,3
-0.593417924,-0.956300994,0.087008592,3
-0.601845641,-0.955776774,0.083378164,3
-0.601845641,-0.953751717,0.080852649,3
-0.601845641,-0.955179217,0.074065326,3
-0.593417924,-0.944227735,0.032710019,3
-0.601845641,-0.954814042,0.009822539,3
-0.601845641,-0.945518697,-0.135394574,3
-0.601845641,-0.952224625,-0.138709312,3
-0.584990206,-0.95403529,-0.146759391,3
-0.601845641,-0.955345205,-0.150231976,3
-0.559707057,-0.936189191,-0.150863355,3
-0.568134774,-0.951492761,-0.152599644,3
-0.593417924,-0.954828286,-0.213054161,3
-0.593417924,-0.954290566,-0.223945445,3
-0.576562489,-0.956074423,-0.320230704,3
-0.601845641,-0.951959044,-0.333805347,3
-0.601845641,-0.942132536,-0.364900753,3
-0.601845641,-0.942464513,-0.374055744,3
-0.601845641,-0.953685321,-0.416200274,3
-0.551279339,-0.955479675,-0.42882785,3
-0.584990206,-0.944973431,-0.553051621,3
-0.601845641,-0.947709743,-0.56047032,3
-0.584990206,-0.952349151,-0.563311526,3
-0.593417924,-0.955734568,-0.578148927,3
-0.593417924,-0.956300994,-0.57956953,3
-0.593417924,-0.954941572,-0.579885216,3
-0.559707057,-0.954884928,-0.580043063,3
-0.593417924,-0.955296249,-0.601036405,3
-0.593417924,-0.956017781,-0.606403125,3
-0.576562489,-0.939832503,-0.642076025,3
-0.601845641,-0.955046426,-0.646495676,3
-0.584990206,-0.956074423,-0.651546706,3
-0.593417924,-0.95213776,-0.797710888,1
-0.601845641,-0.955046426,-0.803393295,1
-0.593417924,-0.955281427,-0.81191691,1
-0.593417924,-0.922740236,-0.827385689,1
-0.601845641,-0.95102951,-0.831016117,1
-0.601845641,-0.95627474,-0.846958431,1
-0.601845641,-0.95654032,-0.851220239,1
-0.593417924,-0.95038184,-0.869214532,1
-0.601845641,-0.934895446,-0.87252927,1
-0.601845641,-0.955312007,-1.050735924,1
-0.601845641,-0.95484724,-1.077095986,1
-0.593417924,-0.955373333,-1.079621501,1
-0.593417924,-0.952146024,-1.327753353,1
-0.593417924,-0.954911568,-1.330594558,1
-0.601845641,-0.955942763,-1.35221928,1
-0.601845641,-0.944555964,-1.509748279,1
-0.593417924,-0.956527564,-1.54273782,1
-0.601845641,-0.953452938,-1.555365393,1
-0.601845641,-0.956042355,-1.60208742,1
-0.568134774,-0.950976587,-1.731520065,1
-0.593417924,-0.9564426,-1.751724187,1
-0.601845641,-0.954614855,-1.763878227,1
-0.601845641,-0.951925846,-1.809811031,1
-0.593417924,-0.955592962,-1.812178703,1
-0.559707057,-0.944037864,-1.819597403,1
-0.593417924,-0.953695433,-1.913041457,1
-0.601845641,-0.949170441,-1.936560318,1
-0.584990206,-0.955423033,-1.939717209,1
-0.593417924,-0.956102745,-1.944926086,1
-0.584990206,-0.956357636,-1.984387258,1
-0.601845641,-0.952091834,-1.989438288,1
-0.601845641,-0.950697533,-2.009958097,1
-0.601845641,-0.953087763,-2.011220856,1
-0.601845641,-0.955212415,-2.042000569,1
-0.601845641,-0.956706237,-2.172538126,1
-0.601845641,-0.954548461,-2.173800885,1
-0.601845641,-0.953718519,-2.241358411,1
-0.601845641,-0.950133171,-2.242147634,1
-0.601845641,-0.95627474,-2.392100087,1
-0.601845641,-0.951892648,-2.472758726,1
-0.593417924,-0.95356997,-2.47765191,1
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
1.766342836,0.346195715,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.543611498,-0.94201875,0.70134012,3
-0.553317189,-0.938482,0.700713935,3
-0.563022878,-0.921583409,0.700400839,3
-0.543611498,-0.927574758,0.700087747,3
-0.601845641,-0.956361094,0.690694951,3
-0.271852165,-0.593403743,0.554499398,3
-0.601845641,-0.956414206,0.552620839,3
-0.446554594,-0.473471667,0.551681562,3
-0.59213995,-0.948138338,0.542445309,3
-0.601845641,-0.9559244,0.479513572,3
-0.582434261,-0.936419971,0.461041073,3
-0.553317189,-0.939839923,0.459788699,3
-0.572728569,-0.936580989,0.311382511,3
-0.553317189,-0.920879302,0.310286687,3
-0.572728569,-0.941097259,0.307468848,3
-0.563022878,-0.9499489,0.303555181,3
-0.582434261,-0.949748257,0.270993487,3
-0.563022878,-0.914793797,0.261757237,3
-0.59213995,-0.954877656,0.102549333,3
-0.563022878,-0.917509643,0.064665053,3
-0.601845641,-0.956809647,0.064508507,3
-0.601845641,-0.956721072,0.028189693,3
-0.514494426,-0.933506564,0.027250412,3
-0.572728569,-0.929881824,0.023180202,3
-0.563022878,-0.944718383,0.007682088,3
-0.524200118,-0.840510414,0.004707703,3
-0.572728569,-0.946227187,-0.139002088,3
-0.582434261,-0.955123487,-0.166554291,3
-0.553317189,-0.950005625,-0.19567196,3
-0.582434261,-0.945422493,-0.207412957,3
-0.59213995,-0.956235579,-0.21508374,3
-0.533905807,-0.869658244,-0.360515543,3
-0.59213995,-0.955028537,-0.58782122,3
-0.553317189,-0.946026013,-0.588290862,3
-0.59213995,-0.954324428,-0.64934404,3
-0.59213995,-0.952866714,-0.663276688,3
-0.59213995,-0.951709169,-0.794462747,3
-0.349497689,-0.893843817,-0.838921987,1
-0.582434261,-0.935665568,-0.884163955,1
-0.582434261,-0.952262928,-1.01660239,1
-0.582434261,-0.952614452,-1.016758937,1
-0.59213995,-0.955883525,-1.025055906,1
-0.563022878,-0.952381219,-1.068419318,1
-0.601845641,-0.956797866,-1.085169806,1
-0.543611498,-0.939840187,-1.106147049,1
-0.582434261,-0.953167679,-1.233419445,1
-0.543611498,-0.936970644,-1.233575991,1
-0.59213995,-0.955481176,-1.248134827,1
-0.601845641,-0.95669162,-1.257997262,1
-0.572728569,-0.952511577,-1.263006756,1
-0.59213995,-0.955430883,-1.312005844,1
-0.59213995,-0.95346944,-1.342062794,1
-0.59213995,-0.955883525,-1.342845526,1
-0.59213995,-0.955732644,-1.343002072,1
-0.601845641,-0.956142746,-1.486242223,1
-0.59213995,-0.954575895,-1.490782075,1
-0.601845641,-0.956833209,-1.495321927,1
-0.59213995,-0.914743504,-1.515203346,1
-0.582434261,-0.95201093,-1.530075272,1
-0.59213995,-0.956235579,-1.530231821,1
-0.59213995,-0.953715006,-1.552461438,1
-0.601845641,-0.956833209,-1.553400719,1
-0.563022878,-0.946026013,-1.557470929,1
-0.59213995,-0.954827363,-1.568116098,1
-0.543611498,-0.948792152,-1.667992837,1
-0.59213995,-0.950065167,-1.730924576,1
-0.601845641,-0.956260773,-1.757694045,1
-0.601845641,-0.956243069,-1.900464554,1
-0.59213995,-0.942203714,-1.923790001,1
-0.601845641,-0.95633749,-1.934748263,1
-0.59213995,-0.955481176,-1.938348834,1
-0.59213995,-0.954475308,-2.168785447,1
-0.601845641,-0.956508628,-2.183657376,1
-0.582434261,-0.952916211,-2.242831992,1
-0.59213995,-0.939588456,-2.245336738,1
-0.601845641,-0.956608948,-2.245962927,1
-0.59213995,-0.944919557,-2.251442056,1
-0.59213995,-0.955632057,-2.456674663,1
-0.59213995,-0.95628587,-2.47765191,1
1.766342836,0.422923911,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,1.224808284,0.70134012,0
-0.601845641,-0.856066444,0.70134012,3
1.174295717,0.65217079,-0.205550245,0
-0.009798522,-0.929087382,-2.47765191,1
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.442330355,-0.506330464,0.70134012,3
-0.430059948,-0.931914563,0.626136531,3
-0.466871167,-0.558674627,0.4974324,3
-0.209192629,-0.658845331,0.494656428,3
-0.589575235,-0.955666438,0.465382546,3
-0.565034422,-0.933178946,0.464625463,3
-0.577304828,-0.955114599,0.464120744,3
-0.565034422,-0.951527636,0.452007411,3
-0.589575235,-0.955321539,0.447464914,3
-0.540493607,-0.942215331,0.44191297,3
-0.552764013,-0.923034394,0.441660609,3
-0.540493607,-0.939578335,0.410872563,3
-0.589575235,-0.950975795,0.405320619,3
-0.454600761,-0.913036775,0.394973817,3
-0.577304828,-0.903034668,0.34702522,3
-0.589575235,-0.951941517,0.346520498,3
-0.368707915,-0.910937009,0.27939246,3
-0.589575235,-0.923107859,0.129237642,3
-0.601845641,-0.956658022,0.091888208,3
-0.589575235,-0.954769698,0.078765434,3
-0.601845641,-0.95652646,0.070185157,3
-0.589575235,-0.953803978,0.00558073,3
-0.601845641,-0.956549835,-0.007794405,3
-0.577304828,-0.948831059,-0.267978636,3
-0.589575235,-0.953597038,-0.287410438,3
-0.552764013,-0.829846847,-0.388102492,3
-0.565034422,-0.950768855,-0.574092581,3
-0.540493607,-0.945281449,-0.657371723,3
-0.577304828,-0.920003759,-0.666961442,3
-0.589575235,-0.954562757,-0.677560605,3
-0.577304828,-0.937386728,-0.679074771,3
-0.589575235,-0.951803556,-0.679831855,3
-0.552764013,-0.946561073,-0.707339209,3
-0.577304828,-0.952562337,-0.815349735,1
-0.577304828,-0.85047188,-0.952886502,1
-0.552764013,-0.941732472,-0.97458955,1
-0.589575235,-0.947871695,-0.992507185,1
-0.589575235,-0.954493778,-1.009667737,1
-0.589575235,-0.954493778,-1.049036057,1
-0.577304828,-0.925591141,-1.092442157,1
-0.589575235,-0.956080318,-1.151999361,1
-0.589575235,-0.955459497,-1.310986818,1
-0.589575235,-0.954562757,-1.445242893,1
-0.577304828,-0.953941937,-2.038543698,1
-0.552764013,-0.940628789,-2.080687993,1
-0.577304828,-0.952286416,-2.146554225,1
-0.540493607,-0.880547176,-2.153872694,1
-0.552764013,-0.920486619,-2.159172277,1
-0.589575235,-0.955114599,-2.21090629,1
-0.589575235,-0.954493778,-2.461500802,1
-0.589575235,-0.955045619,-2.47765191,1
-0.601845641,1.224808284,0.70134012,2
-0.59290908,-0.951417481,0.70134012,3
-0.601845641,-0.943003011,0.700081863,3
-0.012032661,-0.733322808,0.67900602,3
-0.53928972,-0.861911474,0.570323874,3
-0.458860677,-0.888749049,0.567650074,3
-0.566099399,-0.919084915,0.567020945,3
-0.575035959,-0.940230056,0.562302472,3
-0.476733796,-0.889271802,0.561830624,3
-0.467797236,-0.738159798,0.549248031,3
-0.58397252,-0.94136284,0.547989773,3
-0.58397252,-0.951516054,0.545787819,3
-0.58397252,-0.949347407,0.542013042,3
-0.566099399,-0.944615811,0.529273165,3
-0.566099399,-0.931406776,0.509612863,3
-0.59290908,-0.952995458,0.486806914,3
-0.503543478,-0.945700136,0.481459313,3
-0.575035959,-0.94678446,0.461484447,3
-0.601845641,-0.945267993,0.316941916,3
-0.58397252,-0.953093252,0.309706925,3
-0.449924117,-0.846730939,0.296337919,3
-0.566099399,-0.931064929,0.220213235,3
-0.54822628,-0.926700286,0.116249562,3
-0.59290908,-0.948460234,0.107913596,3
-0.566099399,-0.887343797,0.104453381,3
-0.601845641,-0.956075898,0.03965303,3
-0.575035959,-0.95161463,-0.157736393,3
-0.566099399,-0.936631246,-0.158050958,3
-0.601845641,-0.956100518,-0.159309215,3
-0.58397252,-0.947868783,-0.172520938,3
-0.59290908,-0.955754775,-0.201460901,3
-0.566099399,-0.939194193,-0.228356194,3
-0.566099399,-0.946094436,-0.228513475,3
-0.59290908,-0.954769026,-0.228670759,3
-0.58397252,-0.939095617,-0.345059741,3
-0.601845641,-0.955066504,-0.362675369,3
-0.58397252,-0.947671634,-0.61228255,3
-0.601845641,-0.942387524,-0.633830241,3
-0.58397252,-0.935152621,-0.652389565,3
-0.566099399,-0.948657383,-0.656793474,3
-0.58397252,-0.949424186,-0.84726247,1
-0.530353159,-0.877592575,-1.088219117,1
-0.59290908,-0.953586128,-1.095296825,1
-0.59290908,-0.955656201,-1.111654195,1
-0.59290908,-0.956641878,-1.473246453,1
-0.601845641,-0.953318529,-1.473246453,1
-0.58397252,-0.954079001,-1.545439076,1
-0.566099399,-0.929707161,-1.553932329,1
-0.58397252,-0.95585335,-1.709641911,1
-0.59290908,-0.955951926,-1.719236138,1
-0.59290908,-0.952896103,-1.727100258,1
-0.59290908,-0.954867601,-1.752108162,1
-0.59290908,-0.951318905,-2.002659039,1
-0.557162838,-0.919060295,-2.010995004,1
-0.59290908,-0.956149075,-2.011624133,1
-0.601845641,-0.956346712,-2.243143838,1
-0.575035959,-0.926064273,-2.244087534,1
-0.59290908,-0.952797528,-2.405459283,1
-0.512480038,-0.928942402,-2.415839922,1
-0.59290908,-0.951516054,-2.462080952,1
-0.59290908,-0.954966177,-2.47765191,1
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
1.766342836,0.292869331,0.70134012,0
0.873419313,0.182173428,0.70134012,0
-0.453025054,-0.949479353,0.69456744,3
-0.58890472,-0.956707546,0.68084842,3
-0.582434261,-0.956703837,0.680674762,3
-0.601845641,-0.932123068,0.593498207,3
-0.582434261,-0.956729799,0.56137139,3
-0.582434261,-0.956511256,0.550430905,3
-0.595375182,-0.956792412,0.53410701,3
-0.575963799,-0.956408826,0.532196766,3
-0.504788735,-0.956191266,0.529070914,3
-0.556552419,-0.956614139,0.526987012,3
-0.58890472,-0.956782595,0.50336946,3
-0.498318276,-0.956306638,0.48530898,3
-0.595375182,-0.955220666,0.482704101,3
-0.601845641,-0.956311653,0.482183125,3
-0.58890472,-0.956610452,0.472110933,3
-0.498318276,-0.941768427,0.262852473,3
-0.595375182,-0.956122317,0.262331497,3
-0.58890472,-0.956412537,0.242360773,3
-0.595375182,-0.956803538,0.043695478,3
-0.537141039,-0.956366605,0.006185247,3
-0.601845641,-0.956650605,0.00583793,3
-0.58890472,-0.956282232,-0.060152289,3
-0.601845641,-0.956026272,-0.228601008,3
-0.595375182,-0.956814447,-0.261248802,3
-0.582434261,-0.956717363,-0.262290755,3
-0.595375182,-0.956826817,-0.290249767,3
-0.563022878,-0.956287149,-0.528335537,3
-0.595375182,-0.956230601,-0.695915965,3
-0.595375182,-0.956831725,-0.733078878,3
-0.595375182,-0.956821886,-0.758953991,3
-0.595375182,-0.956763178,-1.024130479,1
-0.595375182,-0.956721072,-1.307888426,1
-0.58890472,-0.956686602,-1.508984939,1
-0.595375182,-0.956450644,-1.82104922,1
-0.575963799,-0.956712127,-1.82886385,1
-0.601845641,-0.929829827,-2.467927036,1
-0.595375182,-0.956658459,-2.47765191,1
-0.263533001,-0.705110556,0.70134012,3
-0.263533001,-0.649170879,0.250167081,3
-0.263533001,-0.761050231,0.165658721,3
-0.263533001,-0.844959747,-0.436982855,3
-0.263533001,-0.649170879,-1.81128272,1
0.074779639,0.050075078,-2.47765191,1
-0.601845641,-0.956723036,0.70134012,3
-0.569180973,-0.921992437,0.697830771,3
-0.528350136,-0.925169145,0.603078335,3
-0.544682471,-0.934954078,0.590795613,3
-0.503851636,-0.942965873,0.586010136,3
-0.552848638,-0.950018984,0.585691105,3
-0.471186966,-0.932732587,0.580586598,3
-0.324195958,-0.90607509,0.577555794,3
-0.528350136,-0.945997337,0.577396279,3
